開獎日期,期別,獎號1,獎號2,獎號3,獎號4,獎號5,獎號6,特別號
2026-03-31,115000040,5,11,25,40,45,47,39
2026-03-27,115000039,4,8,23,26,29,36,38
2026-03-24,115000038,14,33,41,42,44,48,47
2026-03-20,115000037,11,15,33,38,41,43,21
2026-03-17,115000036,2,6,10,22,40,45,17
2026-03-13,115000035,5,12,13,38,47,48,3
2026-03-10,115000034,5,11,29,37,43,47,10
2026-03-06,115000033,9,11,12,14,23,25,42
2026-03-03,115000032,5,26,27,35,45,46,37
2026-03-02,115000031,19,25,27,28,33,39,37
2026-03-01,115000030,4,7,34,40,44,49,37
2026-02-28,115000029,17,23,30,37,39,49,43
2026-02-27,115000028,14,18,19,34,45,47,48
2026-02-26,115000027,1,16,22,24,47,48,7
2026-02-25,115000026,7,15,22,38,45,49,31
2026-02-24,115000025,12,19,22,27,28,31,45
2026-02-23,115000024,6,10,23,27,47,48,30
2026-02-22,115000023,5,7,17,22,24,47,20
2026-02-21,115000022,12,13,17,27,41,48,46
2026-02-20,115000021,13,15,18,24,33,49,10
2026-02-19,115000020,20,28,29,31,35,41,6
2026-02-18,115000019,16,35,36,37,39,49,45
2026-02-17,115000018,6,12,24,26,37,46,36
2026-02-16,115000017,11,16,18,27,38,46,43
2026-02-15,115000016,3,6,11,18,25,28,35
2026-02-14,115000015,1,11,22,35,36,40,28
2026-02-13,115000014,9,20,25,35,39,48,47
2026-02-12,115000013,1,3,8,15,20,48,46
2026-02-10,115000012,6,16,20,21,24,35,13
2026-02-06,115000011,4,12,24,25,39,48,9
2026-02-03,115000010,6,14,32,33,39,43,13
2026-01-30,115000009,9,13,27,31,32,39,19
2026-01-27,115000008,4,11,24,25,29,30,8
2026-01-23,115000007,21,23,32,36,39,43,12
2026-01-20,115000006,2,7,26,41,44,45,46
2026-01-16,115000005,9,10,21,22,25,36,20
2026-01-13,115000004,2,10,18,19,39,49,24
2026-01-09,115000003,1,7,13,14,34,45,8
2026-01-06,115000002,2,23,33,38,39,45,6
2026-01-02,115000001,3,7,16,19,40,42,12
2025-12-30,114000118,5,10,15,20,24,29,34
2025-12-26,114000117,5,7,9,14,17,30,47
2025-12-23,114000116,1,3,12,33,39,41,29
2025-12-19,114000115,6,8,11,12,18,46,37
2025-12-16,114000114,6,7,15,19,24,33,46
2025-12-12,114000113,15,17,24,26,40,47,33
2025-12-09,114000112,5,10,18,26,28,44,48
2025-12-05,114000111,8,15,23,24,41,47,2
2025-12-02,114000110,14,20,32,35,42,48,28
2025-11-28,114000109,8,12,18,28,37,46,34
2025-11-25,114000108,2,10,12,20,23,24,28
2025-11-21,114000107,14,20,21,28,31,46,37
2025-11-18,114000106,8,9,10,23,24,43,45
2025-11-14,114000105,21,25,26,38,41,46,4
2025-11-11,114000104,11,16,24,42,44,47,32
2025-11-07,114000103,4,11,22,32,33,41,43
2025-11-04,114000102,16,25,27,35,47,48,14
2025-10-31,114000101,3,4,7,10,18,21,15
2025-10-28,114000100,5,8,11,12,18,39,37
2025-10-24,114000099,13,22,23,33,39,40,31
2025-10-21,114000098,14,20,25,42,44,49,12
2025-10-17,114000097,3,15,16,31,32,45,42
2025-10-14,114000096,11,16,20,31,39,41,6
2025-10-10,114000095,13,16,18,22,39,42,30
2025-10-07,114000094,2,9,16,34,42,43,33
2025-10-03,114000093,4,18,36,40,41,43,29
2025-09-30,114000092,19,20,22,32,36,42,35
2025-09-26,114000091,1,2,25,29,41,49,35
2025-09-23,114000090,5,14,22,25,27,45,3
2025-09-19,114000089,14,17,26,36,38,41,8
2025-09-16,114000088,7,17,18,22,25,47,38
2025-09-12,114000087,2,3,4,11,15,41,26
2025-09-09,114000086,12,20,25,26,40,45,34
2025-09-05,114000085,10,13,14,17,19,29,40
2025-09-02,114000084,2,6,9,19,20,30,25
2025-08-29,114000083,13,20,25,27,28,32,2
2025-08-26,114000082,3,6,22,32,35,39,27
2025-08-22,114000081,23,33,38,43,45,47,36
2025-08-19,114000080,2,23,25,33,41,46,22
2025-08-15,114000079,3,5,7,15,17,47,34
2025-08-12,114000078,6,7,15,22,37,42,36
2025-08-08,114000077,11,16,17,21,24,29,34
2025-08-05,114000076,1,20,34,36,37,40,3
2025-08-01,114000075,4,14,19,28,40,41,31
2025-07-29,114000074,2,5,14,19,36,45,43
2025-07-25,114000073,2,4,23,35,41,47,6
2025-07-22,114000072,5,17,19,26,27,39,10
2025-07-18,114000071,2,25,36,37,38,46,24
2025-07-15,114000070,32,33,41,45,46,49,10
2025-07-11,114000069,15,16,26,34,48,49,46
2025-07-08,114000068,6,8,12,14,25,35,49
2025-07-04,114000067,5,13,15,18,33,37,45
2025-07-01,114000066,8,9,21,25,33,34,2
2025-06-27,114000065,4,8,9,14,21,39,37
2025-06-24,114000064,3,8,20,37,45,49,21
2025-06-20,114000063,4,20,31,40,42,48,24
2025-06-17,114000062,13,20,21,26,31,44,28
2025-06-13,114000061,1,2,10,13,20,27,49
2025-06-10,114000060,3,5,12,16,22,48,30
2025-06-06,114000059,11,13,15,39,42,46,28
2025-06-03,114000058,9,24,32,40,41,49,27
2025-05-30,114000057,3,4,13,21,38,46,2
2025-05-27,114000056,16,17,26,29,32,40,10
2025-05-23,114000055,1,7,11,24,44,48,10
2025-05-20,114000054,2,11,15,26,29,48,31
2025-05-16,114000053,13,16,22,23,34,39,14
2025-05-13,114000052,1,23,29,41,45,49,24
2025-05-09,114000051,15,27,33,42,48,49,39
2025-05-06,114000050,5,8,9,25,30,45,31
2025-05-02,114000049,2,5,39,43,45,47,26
2025-04-29,114000048,7,11,24,26,30,42,37
2025-04-25,114000047,20,21,24,25,31,35,28
2025-04-22,114000046,1,6,14,19,35,49,8
2025-04-18,114000045,2,8,15,22,29,45,9
2025-04-15,114000044,18,28,37,41,43,46,11
2025-04-11,114000043,6,10,11,17,23,32,27
2025-04-08,114000042,10,26,33,39,45,46,19
2025-04-04,114000041,7,20,29,40,43,47,28
2025-04-01,114000040,4,16,18,29,35,37,33
2025-03-28,114000039,1,7,11,15,27,30,42
2025-03-25,114000038,17,24,40,41,46,48,27
2025-03-21,114000037,13,25,29,40,46,47,22
2025-03-18,114000036,7,8,13,17,29,36,18
2025-03-14,114000035,6,7,13,17,21,23,48
2025-03-11,114000034,2,18,25,37,38,47,42
2025-03-07,114000033,5,7,26,30,40,48,8
2025-03-04,114000032,7,21,31,36,46,47,8
2025-02-28,114000031,7,19,25,26,38,39,4
2025-02-25,114000030,13,15,24,37,38,43,44
2025-02-21,114000029,2,7,27,30,38,49,6
2025-02-18,114000028,5,9,10,31,35,37,30
2025-02-14,114000027,8,11,14,29,33,45,34
2025-02-12,114000026,12,30,31,37,47,49,38
2025-02-11,114000025,7,19,25,27,34,35,12
2025-02-10,114000024,1,18,28,34,35,43,24
2025-02-09,114000023,4,6,13,14,22,25,35
2025-02-08,114000022,3,6,23,26,40,43,2
2025-02-07,114000021,14,22,25,44,46,49,16
2025-02-06,114000020,2,5,18,19,42,45,11
2025-02-05,114000019,3,6,13,32,33,41,44
2025-02-04,114000018,15,17,21,26,30,47,48
2025-02-03,114000017,7,20,29,32,33,39,47
2025-02-02,114000016,10,16,25,28,33,37,13
2025-02-01,114000015,2,9,10,18,39,40,8
2025-01-31,114000014,7,11,13,23,39,42,15
2025-01-30,114000013,5,8,27,29,30,48,35
2025-01-29,114000012,15,17,22,26,32,42,12
2025-01-28,114000011,4,8,20,26,31,34,16
2025-01-27,114000010,11,22,30,35,37,38,33
2025-01-26,114000009,7,12,16,31,40,43,34
2025-01-25,114000008,2,3,10,12,34,40,41
2025-01-24,114000007,6,22,23,30,36,37,13
2025-01-21,114000006,6,21,35,36,38,42,22
2025-01-17,114000005,11,18,32,39,44,49,46
2025-01-14,114000004,1,3,13,15,37,48,42
2025-01-10,114000003,14,29,35,36,37,49,40
2025-01-07,114000002,1,8,20,26,29,35,19
2025-01-03,114000001,6,9,15,29,30,48,23
2024-12-31,113000118,10,25,34,35,42,48,21
2024-12-27,113000117,21,26,28,30,32,34,40
2024-12-24,113000116,5,9,10,29,35,48,13
2024-12-20,113000115,3,8,18,26,40,46,22
2024-12-17,113000114,8,10,22,24,31,34,44
2024-12-13,113000113,7,11,28,29,38,39,33
2024-12-10,113000112,1,5,8,26,47,49,38
2024-12-06,113000111,9,15,18,33,44,47,28
2024-12-03,113000110,5,6,7,12,17,35,45
2024-11-29,113000109,13,20,28,32,38,49,46
2024-11-26,113000108,11,40,42,45,47,49,27
2024-11-22,113000107,14,16,22,33,36,48,3
2024-11-19,113000106,5,7,11,22,25,44,13
2024-11-15,113000105,24,25,30,36,41,43,21
2024-11-12,113000104,11,25,26,33,34,41,27
2024-11-08,113000103,1,11,42,46,47,49,7
2024-11-05,113000102,4,17,21,30,41,49,48
2024-11-01,113000101,6,10,23,27,34,47,22
2024-10-29,113000100,19,26,36,38,39,49,16
2024-10-25,113000099,7,19,25,35,36,38,42
2024-10-22,113000098,2,24,29,30,38,49,47
2024-10-18,113000097,14,20,26,43,45,49,7
2024-10-15,113000096,5,10,13,28,39,41,49
2024-10-11,113000095,7,9,12,21,26,32,27
2024-10-08,113000094,3,5,7,31,33,45,19
2024-10-04,113000093,12,17,19,27,38,42,40
2024-10-01,113000092,10,12,13,19,27,33,30
2024-09-27,113000091,2,3,5,21,45,49,47
2024-09-24,113000090,5,13,14,16,37,48,39
2024-09-20,113000089,4,8,18,30,35,49,11
2024-09-17,113000088,26,34,35,40,44,46,32
2024-09-13,113000087,13,17,26,39,43,48,3
2024-09-10,113000086,6,14,16,25,35,38,31
2024-09-06,113000085,9,15,17,38,45,49,47
2024-09-03,113000084,5,22,25,27,36,41,11
2024-08-30,113000083,2,17,25,29,32,38,24
2024-08-27,113000082,12,22,24,38,40,46,21
2024-08-23,113000081,16,20,32,34,37,43,17
2024-08-20,113000080,12,13,18,28,39,49,2
2024-08-16,113000079,4,6,14,31,44,45,1
2024-08-13,113000078,2,28,30,37,40,48,8
2024-08-09,113000077,14,20,27,42,44,47,40
2024-08-06,113000076,20,27,31,33,38,46,23
2024-08-02,113000075,2,4,5,15,20,33,25
2024-07-30,113000074,5,15,24,35,46,48,17
2024-07-26,113000073,6,19,23,35,41,46,8
2024-07-23,113000072,3,6,10,23,33,35,24
2024-07-19,113000071,11,13,25,28,33,40,31
2024-07-16,113000070,4,12,22,29,36,47,15
2024-07-12,113000069,2,13,19,33,46,49,23
2024-07-09,113000068,15,18,19,31,39,40,25
2024-07-05,113000067,2,11,20,25,37,49,42
2024-07-02,113000066,1,33,38,39,41,45,46
2024-06-28,113000065,10,11,25,31,36,41,27
2024-06-25,113000064,6,8,12,29,41,48,14
2024-06-21,113000063,2,17,31,42,44,46,10
2024-06-18,113000062,6,24,31,35,36,42,18
2024-06-14,113000061,1,7,9,18,36,47,32
2024-06-11,113000060,7,10,12,27,36,46,18
2024-06-07,113000059,19,24,29,36,37,43,17
2024-06-04,113000058,7,30,33,34,35,46,49
2024-05-31,113000057,8,14,16,19,23,32,49
2024-05-28,113000056,12,17,18,21,33,37,9
2024-05-24,113000055,4,23,24,28,30,40,41
2024-05-21,113000054,1,30,34,35,38,42,15
2024-05-17,113000053,15,33,34,40,41,49,27
2024-05-14,113000052,6,7,10,25,32,43,33
2024-05-10,113000051,15,19,30,35,38,41,25
2024-05-07,113000050,7,9,15,28,30,33,26
2024-05-03,113000049,6,11,12,22,34,39,42
2024-04-30,113000048,3,9,13,22,33,43,14
2024-04-26,113000047,13,21,22,26,33,34,35
2024-04-23,113000046,13,14,17,32,33,36,31
2024-04-19,113000045,7,10,16,22,31,46,42
2024-04-16,113000044,5,8,17,33,35,40,10
2024-04-12,113000043,3,5,12,15,17,39,24
2024-04-09,113000042,3,16,17,19,22,26,1
2024-04-05,113000041,4,31,35,38,40,48,18
2024-04-02,113000040,27,32,38,39,46,49,24
2024-03-29,113000039,2,3,13,15,43,48,1
2024-03-26,113000038,6,19,21,29,32,46,11
2024-03-22,113000037,4,16,38,40,41,48,35
2024-03-19,113000036,8,14,19,20,21,36,28
2024-03-15,113000035,8,18,33,37,40,43,31
2024-03-12,113000034,3,13,22,27,45,49,17
2024-03-08,113000033,7,26,27,29,36,40,32
2024-03-05,113000032,10,15,21,24,26,38,37
2024-03-01,113000031,1,29,30,39,46,47,17
2024-02-27,113000030,7,15,17,29,41,42,28
2024-02-24,113000029,8,15,21,27,46,48,31
2024-02-23,113000028,3,8,9,21,34,49,22
2024-02-22,113000027,9,11,18,31,39,46,5
2024-02-21,113000026,13,21,25,27,31,43,47
2024-02-20,113000025,6,8,17,27,34,46,25
2024-02-19,113000024,2,10,17,32,38,48,8
2024-02-18,113000023,6,12,24,32,36,44,45
2024-02-17,113000022,4,5,20,27,32,40,6
2024-02-16,113000021,19,24,33,42,43,45,16
2024-02-15,113000020,4,8,18,19,20,33,3
2024-02-14,113000019,7,12,19,26,32,39,44
2024-02-13,113000018,2,3,6,39,44,47,34
2024-02-12,113000017,16,22,37,46,47,49,4
2024-02-11,113000016,11,13,23,29,44,45,27
2024-02-10,113000015,5,6,11,13,28,34,4
2024-02-09,113000014,3,7,16,20,25,30,37
2024-02-08,113000013,5,8,25,31,39,47,22
2024-02-07,113000012,20,22,31,34,35,37,7
2024-02-06,113000011,14,19,23,26,34,40,5
2024-02-02,113000010,5,9,25,35,38,39,24
2024-01-30,113000009,7,19,30,38,40,45,27
2024-01-26,113000008,2,11,20,34,46,47,40
2024-01-23,113000007,2,14,17,26,27,47,4
2024-01-19,113000006,1,3,7,19,31,46,40
2024-01-16,113000005,1,3,20,21,36,40,44
2024-01-12,113000004,4,25,29,38,42,46,6
2024-01-09,113000003,12,29,31,37,44,49,3
2024-01-05,113000002,2,20,23,30,35,47,40
2024-01-02,113000001,4,14,18,21,36,38,1
2023-12-29,112000116,1,11,23,31,39,46,17
2023-12-26,112000115,8,19,28,29,30,46,10
2023-12-22,112000114,8,9,20,34,35,49,40
2023-12-19,112000113,14,18,20,26,38,48,2
2023-12-15,112000112,1,9,22,28,33,39,7
2023-12-12,112000111,6,20,30,33,38,46,16
2023-12-08,112000110,5,8,22,27,28,29,16
2023-12-05,112000109,10,14,30,38,42,48,37
2023-12-01,112000108,4,15,18,23,40,47,42
2023-11-28,112000107,12,18,23,27,33,44,39
2023-11-24,112000106,9,16,20,42,43,48,2
2023-11-21,112000105,16,21,26,30,37,47,31
2023-11-17,112000104,15,30,31,34,40,45,47
2023-11-14,112000103,6,12,15,30,38,43,41
2023-11-10,112000102,2,4,6,8,11,31,26
2023-11-07,112000101,7,8,21,41,44,47,13
2023-11-03,112000100,8,20,24,28,40,48,3
2023-10-31,112000099,2,10,18,36,42,47,24
2023-10-27,112000098,6,15,22,27,28,31,24
2023-10-24,112000097,7,29,34,41,43,49,22
2023-10-20,112000096,32,37,38,39,40,44,24
2023-10-17,112000095,5,12,13,20,24,34,27
2023-10-13,112000094,1,9,13,14,28,30,31
2023-10-10,112000093,3,8,17,33,34,48,11
2023-10-06,112000092,6,16,21,27,30,49,26
2023-10-03,112000091,3,22,29,31,40,44,48
2023-09-29,112000090,6,9,18,35,38,48,25
2023-09-26,112000089,9,14,26,37,38,39,8
2023-09-22,112000088,2,13,32,36,38,43,34
2023-09-19,112000087,3,16,24,35,37,41,27
2023-09-15,112000086,12,16,19,30,37,39,14
2023-09-12,112000085,21,22,26,33,34,35,46
2023-09-08,112000084,14,20,23,33,34,40,24
2023-09-05,112000083,12,14,32,34,40,48,39
2023-09-01,112000082,1,19,26,34,45,49,37
2023-08-29,112000081,6,7,10,22,41,42,31
2023-08-25,112000080,2,10,20,31,33,46,24
2023-08-22,112000079,2,19,26,34,43,46,31
2023-08-18,112000078,13,19,21,24,41,45,44
2023-08-15,112000077,10,22,26,30,34,43,41
2023-08-11,112000076,8,27,34,38,39,47,30
2023-08-08,112000075,11,26,28,30,41,45,22
2023-08-04,112000074,6,10,21,34,38,41,47
2023-08-01,112000073,11,26,37,38,40,41,28
2023-07-28,112000072,1,3,22,25,34,44,32
2023-07-25,112000071,12,17,28,33,40,45,39
2023-07-21,112000070,3,15,35,39,41,49,38
2023-07-18,112000069,4,5,16,19,34,40,10
2023-07-14,112000068,10,15,17,33,34,45,36
2023-07-11,112000067,10,21,26,34,48,49,39
2023-07-07,112000066,3,6,15,21,24,33,14
2023-07-04,112000065,6,12,15,16,24,41,21
2023-06-30,112000064,6,22,26,29,32,43,38
2023-06-27,112000063,13,24,30,37,43,44,4
2023-06-23,112000062,4,8,23,31,42,49,16
2023-06-20,112000061,5,15,32,34,37,41,11
2023-06-16,112000060,2,21,22,30,33,41,42
2023-06-13,112000059,1,6,8,9,10,21,2
2023-06-09,112000058,30,32,36,38,46,49,26
2023-06-06,112000057,8,13,27,30,41,43,18
2023-06-02,112000056,1,5,13,16,23,34,49
2023-05-30,112000055,5,6,9,29,43,45,27
2023-05-26,112000054,5,10,12,15,30,36,26
2023-05-23,112000053,5,20,23,38,44,46,33
2023-05-19,112000052,5,8,9,35,38,44,31
2023-05-16,112000051,1,19,26,34,38,43,48
2023-05-12,112000050,2,7,9,18,20,48,14
2023-05-09,112000049,1,21,22,29,31,44,3
2023-05-05,112000048,10,13,16,19,21,48,30
2023-05-02,112000047,8,9,14,37,42,46,10
2023-04-28,112000046,5,31,38,41,43,47,28
2023-04-25,112000045,5,12,13,27,28,41,37
2023-04-21,112000044,7,11,23,25,27,43,5
2023-04-18,112000043,6,8,10,28,41,43,45
2023-04-14,112000042,10,22,23,35,46,49,2
2023-04-11,112000041,9,12,30,31,33,37,25
2023-04-07,112000040,4,11,20,25,32,39,30
2023-04-04,112000039,10,19,21,33,35,47,9
2023-03-31,112000038,10,22,26,29,45,47,41
2023-03-28,112000037,3,10,26,35,37,44,15
2023-03-24,112000036,2,14,26,34,40,46,13
2023-03-21,112000035,3,11,20,30,41,45,28
2023-03-17,112000034,6,7,10,24,29,40,16
2023-03-14,112000033,3,4,11,12,20,37,5
2023-03-10,112000032,15,19,29,32,39,40,35
2023-03-07,112000031,13,17,23,25,32,41,16
2023-03-03,112000030,13,16,18,22,34,42,14
2023-02-28,112000029,2,11,25,26,27,35,10
2023-02-24,112000028,15,38,39,40,45,48,2
2023-02-21,112000027,1,5,6,11,26,46,41
2023-02-17,112000026,7,9,14,16,26,33,27
2023-02-14,112000025,11,22,23,30,31,49,14
2023-02-10,112000024,7,11,24,28,33,46,3
2023-02-07,112000023,3,8,11,18,28,47,5
2023-02-05,112000022,5,19,25,33,38,42,41
2023-02-04,112000021,2,14,20,21,22,49,38
2023-02-03,112000020,3,14,25,29,44,45,46
2023-02-02,112000019,8,13,19,21,31,45,37
2023-02-01,112000018,5,8,19,23,33,46,48
2023-01-31,112000017,1,26,33,36,40,42,37
2023-01-30,112000016,7,18,23,39,41,43,25
2023-01-29,112000015,2,8,9,15,27,31,42
2023-01-28,112000014,1,19,23,30,35,48,45
2023-01-27,112000013,4,13,28,33,38,39,42
2023-01-26,112000012,10,12,13,21,40,42,49
2023-01-25,112000011,2,3,8,23,24,27,14
2023-01-24,112000010,2,4,18,20,30,32,10
2023-01-23,112000009,7,10,18,23,34,35,9
2023-01-22,112000008,6,8,10,22,27,29,23
2023-01-21,112000007,1,5,16,21,23,25,30
2023-01-20,112000006,16,25,27,31,34,42,6
2023-01-17,112000005,5,17,23,24,36,42,16
2023-01-13,112000004,5,21,23,24,40,44,17
2023-01-10,112000003,15,21,22,30,41,42,24
2023-01-06,112000002,19,22,29,36,43,46,30
2023-01-03,112000001,2,4,8,19,24,39,28
2022-12-30,111000114,5,8,14,17,20,46,7
2022-12-27,111000113,3,11,16,21,22,39,4
2022-12-23,111000112,9,13,32,34,35,39,1
2022-12-20,111000111,3,4,12,16,29,32,39
2022-12-16,111000110,6,11,12,40,47,49,28
2022-12-13,111000109,6,9,12,14,33,47,34
2022-12-09,111000108,10,16,22,40,45,48,31
2022-12-06,111000107,10,15,27,32,39,42,28
2022-12-02,111000106,8,22,28,40,41,45,34
2022-11-29,111000105,6,21,34,37,46,49,18
2022-11-25,111000104,14,15,20,26,35,41,36
2022-11-22,111000103,5,13,18,24,27,48,32
2022-11-18,111000102,10,17,27,37,44,45,22
2022-11-15,111000101,19,20,26,29,34,39,4
2022-11-11,111000100,2,10,19,20,36,48,37
2022-11-08,111000099,15,18,37,39,44,47,43
2022-11-04,111000098,11,21,23,30,36,47,6
2022-11-01,111000097,17,24,28,32,34,40,3
2022-10-28,111000096,17,18,19,23,25,32,26
2022-10-25,111000095,18,32,36,43,48,49,23
2022-10-21,111000094,11,20,36,37,42,49,3
2022-10-18,111000093,1,14,27,38,39,47,49
2022-10-14,111000092,1,11,13,25,32,36,30
2022-10-11,111000091,1,3,23,25,42,46,2
2022-10-07,111000090,5,10,15,16,26,30,12
2022-10-04,111000089,13,14,23,34,43,49,44
2022-09-30,111000088,5,12,18,28,34,39,24
2022-09-27,111000087,10,17,28,34,40,43,29
2022-09-23,111000086,2,12,30,31,44,48,46
2022-09-20,111000085,11,13,24,29,35,43,1
2022-09-16,111000084,2,6,7,27,31,44,28
2022-09-13,111000083,7,10,15,21,34,48,38
2022-09-09,111000082,7,15,17,28,36,39,1
2022-09-06,111000081,26,32,35,36,38,49,39
2022-09-02,111000080,20,23,25,36,43,45,38
2022-08-30,111000079,5,8,16,27,35,45,37
2022-08-26,111000078,4,16,17,30,38,42,5
2022-08-23,111000077,6,23,24,25,47,49,5
2022-08-19,111000076,3,4,10,21,28,41,15
2022-08-16,111000075,1,7,11,16,18,31,24
2022-08-12,111000074,4,7,15,21,37,43,5
2022-08-09,111000073,9,11,21,23,30,33,34
2022-08-05,111000072,5,18,21,30,43,46,26
2022-08-02,111000071,2,26,28,29,37,48,5
2022-07-29,111000070,12,18,19,21,33,37,15
2022-07-26,111000069,10,12,17,27,29,39,47
2022-07-22,111000068,11,12,24,30,33,38,31
2022-07-19,111000067,9,16,23,29,40,41,43
2022-07-15,111000066,14,15,27,41,43,49,39
2022-07-12,111000065,7,14,17,20,29,45,30
2022-07-08,111000064,5,9,15,35,40,44,10
2022-07-05,111000063,3,8,26,38,45,47,35
2022-07-01,111000062,14,20,29,32,34,43,2
2022-06-28,111000061,21,24,25,41,42,45,34
2022-06-24,111000060,3,18,26,29,40,43,13
2022-06-21,111000059,3,14,20,34,41,44,43
2022-06-17,111000058,7,11,28,30,46,47,48
2022-06-14,111000057,3,9,20,28,29,47,35
2022-06-10,111000056,5,10,13,28,29,38,34
2022-06-07,111000055,4,17,18,19,31,44,46
2022-06-03,111000054,4,11,39,42,43,48,44
2022-05-31,111000053,10,11,17,25,27,28,31
2022-05-27,111000052,4,11,18,37,39,46,27
2022-05-24,111000051,4,19,24,35,45,46,2
2022-05-20,111000050,5,8,12,22,42,49,46
2022-05-17,111000049,9,22,28,29,34,37,36
2022-05-13,111000048,10,24,27,36,37,48,29
2022-05-10,111000047,2,11,20,24,32,48,27
2022-05-06,111000046,1,5,19,28,45,49,29
2022-05-03,111000045,14,16,18,19,21,23,3
2022-04-29,111000044,12,14,18,25,44,48,45
2022-04-26,111000043,12,31,32,42,43,49,36
2022-04-22,111000042,3,28,32,36,47,49,16
2022-04-19,111000041,4,5,18,20,30,41,23
2022-04-15,111000040,2,9,11,14,15,30,22
2022-04-12,111000039,14,17,18,22,40,42,37
2022-04-08,111000038,10,15,19,29,31,44,23
2022-04-05,111000037,8,15,24,27,31,33,13
2022-04-01,111000036,3,10,11,20,34,38,4
2022-03-29,111000035,16,21,24,27,29,43,41
2022-03-25,111000034,14,17,22,45,47,49,26
2022-03-22,111000033,7,21,26,36,43,49,16
2022-03-18,111000032,2,15,21,26,42,44,45
2022-03-15,111000031,1,31,33,37,46,47,36
2022-03-11,111000030,3,4,8,15,21,24,29
2022-03-08,111000029,13,14,16,19,30,44,20
2022-03-04,111000028,1,3,18,29,30,31,26
2022-03-01,111000027,7,17,19,24,31,45,38
2022-02-25,111000026,17,18,21,26,38,49,20
2022-02-22,111000025,3,21,22,34,37,40,5
2022-02-18,111000024,16,20,36,39,47,48,35
2022-02-15,111000023,18,23,26,27,40,42,3
2022-02-11,111000022,23,24,30,42,44,46,48
2022-02-10,111000021,1,22,25,27,41,44,3
2022-02-09,111000020,2,7,11,18,35,45,25
2022-02-08,111000019,5,23,29,33,38,49,24
2022-02-07,111000018,3,18,23,32,40,45,38
2022-02-06,111000017,12,24,29,34,38,42,33
2022-02-05,111000016,2,4,13,36,41,49,16
2022-02-04,111000015,1,18,21,29,36,38,16
2022-02-03,111000014,5,9,18,22,34,36,11
2022-02-02,111000013,6,11,18,23,33,41,39
2022-02-01,111000012,8,25,34,44,45,47,24
2022-01-31,111000011,4,14,32,33,43,44,49
2022-01-30,111000010,3,8,15,20,22,23,36
2022-01-29,111000009,1,2,20,23,26,34,19
2022-01-28,111000008,7,12,36,41,42,44,29
2022-01-25,111000007,2,9,10,15,27,35,44
2022-01-21,111000006,15,26,27,34,37,42,47
2022-01-18,111000005,19,22,33,35,38,48,11
2022-01-14,111000004,5,13,14,24,26,35,39
2022-01-11,111000003,10,11,13,17,36,49,41
2022-01-07,111000002,6,9,15,31,38,39,25
2022-01-04,111000001,3,4,7,19,22,43,36
2021-12-31,110000114,5,9,14,28,34,37,35
2021-12-28,110000113,1,2,8,11,21,45,16
2021-12-24,110000112,2,7,11,19,27,44,22
2021-12-21,110000111,4,5,27,31,44,48,33
2021-12-17,110000110,2,11,30,35,37,40,13
2021-12-14,110000109,7,14,21,27,30,36,43
2021-12-10,110000108,3,15,21,24,27,40,13
2021-12-07,110000107,19,21,30,43,44,48,8
2021-12-03,110000106,8,13,14,35,36,41,5
2021-11-30,110000105,9,10,26,31,40,49,8
2021-11-26,110000104,10,15,16,21,22,30,14
2021-11-23,110000103,6,7,13,32,33,37,42
2021-11-19,110000102,13,15,16,17,23,36,29
2021-11-16,110000101,6,23,34,41,43,44,38
2021-11-12,110000100,2,3,25,27,37,47,26
2021-11-09,110000099,9,14,20,26,39,42,5
2021-11-05,110000098,16,18,26,30,40,44,13
2021-11-02,110000097,1,12,17,21,37,43,47
2021-10-29,110000096,2,9,17,28,36,42,46
2021-10-26,110000095,14,18,21,26,47,49,30
2021-10-22,110000094,8,13,25,27,38,46,12
2021-10-19,110000093,20,21,26,35,39,47,16
2021-10-15,110000092,2,12,21,25,26,37,10
2021-10-12,110000091,1,6,14,26,28,31,30
2021-10-08,110000090,18,19,20,34,37,44,10
2021-10-05,110000089,1,3,11,23,46,47,45
2021-10-01,110000088,2,9,16,22,41,49,7
2021-09-28,110000087,23,24,27,36,47,49,40
2021-09-24,110000086,4,10,21,30,39,42,22
2021-09-21,110000085,2,13,16,28,31,34,21
2021-09-17,110000084,7,12,18,35,37,45,44
2021-09-14,110000083,9,13,18,22,40,41,49
2021-09-10,110000082,1,5,15,16,28,41,44
2021-09-07,110000081,4,20,26,27,45,48,37
2021-09-03,110000080,1,18,21,24,32,41,12
2021-08-31,110000079,7,14,23,43,47,49,48
2021-08-27,110000078,8,11,16,32,35,43,41
2021-08-24,110000077,1,5,17,36,40,41,38
2021-08-20,110000076,3,6,11,13,18,37,46
2021-08-17,110000075,2,11,29,33,41,44,40
2021-08-13,110000074,5,6,19,24,33,41,3
2021-08-10,110000073,1,3,16,17,24,25,46
2021-08-06,110000072,3,4,15,29,32,39,38
2021-08-03,110000071,17,27,30,38,42,44,24
2021-07-30,110000070,2,15,19,29,43,46,23
2021-07-27,110000069,3,28,30,42,43,46,15
2021-07-23,110000068,7,15,23,24,31,38,9
2021-07-20,110000067,1,8,32,41,44,49,23
2021-07-16,110000066,13,16,17,19,39,44,42
2021-07-13,110000065,9,14,17,23,33,48,4
2021-07-09,110000064,3,13,24,26,27,29,9
2021-07-06,110000063,13,19,25,32,42,44,2
